time,low,high,open,close,volume
2020-01-09 00:00:00,7927.27,8048.67,8047.75,7949.72,675.12034375
2020-01-08 23:00:00,8024.22,8112.93,8067.31,8045.51,481.63620826
2020-01-08 22:00:00,7975.8,8091.16,8003.92,8067.31,506.38416721
2020-01-08 21:00:00,7951.06,8041.75,8041.75,8001.0,782.38672231
2020-01-08 20:00:00,7845.0,8050.0,7961.19,8043.55,2308.3180583
2020-01-08 19:00:00,7960.0,8060.87,8046.59,7961.19,1079.39201391
2020-01-08 18:00:00,8030.0,8090.94,8076.79,8046.59,648.23783094
2020-01-08 17:00:00,8008.88,8123.24,8115.0,8080.18,1516.4686706
2020-01-08 16:00:00,8060.0,8332.49,8302.17,8115.0,3050.34390896
2020-01-08 15:00:00,8233.0,8357.69,8308.52,8301.04,692.27164594
2020-01-08 14:00:00,8202.57,8384.49,8384.48,8307.33,1044.39648822
2020-01-08 13:00:00,8220.24,8416.2,8280.52,8384.48,1145.69103322
2020-01-08 12:00:00,8276.16,8347.69,8337.41,8281.89,524.71664985
2020-01-08 11:00:00,8332.02,8374.88,8339.03,8334.8,199.07393618
2020-01-08 10:00:00,8288.19,8362.61,8297.91,8334.79,315.24070926
2020-01-08 09:00:00,8276.5,8318.38,8312.55,8295.45,153.42354722
2020-01-08 08:00:00,8268.1,8327.96,8299.01,8312.54,215.49739227
2020-01-08 07:00:00,8281.19,8342.95,8337.65,8300.13,247.49500556
2020-01-08 06:00:00,8320.0,8361.48,8334.47,8338.22,288.64159223
2020-01-08 05:00:00,8306.92,8377.56,8343.68,8335.09,432.46970524
2020-01-08 04:00:00,8282.82,8355.0,8302.99,8345.48,422.96086413
2020-01-08 03:00:00,8251.63,8339.95,8278.26,8303.0,812.32433011
2020-01-08 02:00:00,8251.76,8432.75,8377.65,8282.26,1236.68367492
2020-01-08 01:00:00,8350.0,8467.83,8444.53,8377.06,1402.07806205
2020-01-08 00:00:00,8157.71,8469.39,8160.01,8447.12,4421.65422424
2020-01-07 23:00:00,8027.0,8216.0,8045.0,8158.52,1363.57100971
2020-01-07 22:00:00,7965.01,8067.2,8022.1,8045.0,807.84561406
2020-01-07 21:00:00,8007.29,8195.0,8168.53,8022.11,1606.67367143
2020-01-07 20:00:00,8051.24,8184.2,8081.66,8168.53,1119.54971187
2020-01-07 19:00:00,8040.93,8119.7,8043.41,8081.67,947.16537499
2020-01-07 18:00:00,7923.09,8134.82,7942.58,8046.05,2407.48444907
2020-01-07 17:00:00,7875.93,7956.82,7915.01,7942.58,566.11201942
2020-01-07 16:00:00,7723.0,7941.7,7766.06,7915.0,1242.75005628
2020-01-07 15:00:00,7743.5,7851.4,7850.0,7766.06,1064.77867963
2020-01-07 14:00:00,7839.44,7883.89,7847.78,7850.0,679.40344792
2020-01-07 13:00:00,7812.15,7869.93,7869.92,7847.78,431.34115926
2020-01-07 12:00:00,7847.11,7913.21,7893.15,7871.09,430.32889302
2020-01-07 11:00:00,7882.06,7966.16,7885.78,7893.61,432.34565871
2020-01-07 10:00:00,7856.75,7885.78,7856.75,7885.78,78.33037816
2020-01-07 09:00:00,7856.74,7880.52,7880.52,7856.75,55.06607889
2020-01-07 08:00:00,7869.73,7900.0,7878.65,7880.52,112.3094976
2020-01-07 07:00:00,7860.83,7892.2,7873.5,7878.65,146.92213338
2020-01-07 06:00:00,7862.3,7879.07,7877.17,7874.41,117.01740073
2020-01-07 05:00:00,7838.53,7882.83,7844.51,7877.17,280.89147573
2020-01-07 04:00:00,7820.91,7906.0,7897.83,7844.51,602.58478473
2020-01-07 03:00:00,7889.2,7918.29,7899.9,7897.83,494.95659344
2020-01-07 02:00:00,7897.09,7940.23,7907.47,7899.74,494.46929008
2020-01-07 01:00:00,7865.62,7932.56,7890.0,7906.52,803.29005827
2020-01-07 00:00:00,7764.63,8000.0,7764.63,7889.99,3572.35070256
2020-01-06 23:00:00,7700.06,7805.0,7716.54,7764.63,1247.06815019
2020-01-06 22:00:00,7575.65,7758.0,7576.79,7711.03,1659.0045615
2020-01-06 21:00:00,7544.98,7606.8,7544.98,7576.79,784.67315291
2020-01-06 20:00:00,7531.94,7549.99,7536.6,7544.98,287.97223675
2020-01-06 19:00:00,7516.88,7544.42,7526.6,7536.6,355.0071989
2020-01-06 18:00:00,7523.15,7553.0,7552.77,7527.07,282.30112748
2020-01-06 17:00:00,7518.87,7554.86,7521.04,7552.76,555.84225949
2020-01-06 16:00:00,7505.89,7540.63,7515.91,7523.46,479.72944399
2020-01-06 15:00:00,7510.8,7546.11,7541.82,7516.84,594.51630522
2020-01-06 14:00:00,7499.99,7549.99,7522.19,7541.83,312.89738434
2020-01-06 13:00:00,7484.65,7615.68,7554.34,7522.17,746.75493958
2020-01-06 12:00:00,7529.86,7558.01,7536.29,7554.33,157.59568672
2020-01-06 11:00:00,7520.04,7572.2,7553.33,7536.29,143.17708775
2020-01-06 10:00:00,7528.89,7567.5,7543.25,7553.33,163.62897147
2020-01-06 09:00:00,7506.8,7545.0,7543.42,7541.44,124.25538914
2020-01-06 08:00:00,7503.55,7545.0,7503.56,7542.19,125.44044887
2020-01-06 07:00:00,7503.56,7520.9,7510.83,7503.56,92.61033341
2020-01-06 06:00:00,7507.37,7528.79,7528.76,7509.77,205.15390587
2020-01-06 05:00:00,7498.6,7535.0,7527.84,7528.7,262.68979758
2020-01-06 04:00:00,7516.07,7550.0,7538.99,7527.87,271.92848341
2020-01-06 03:00:00,7478.33,7580.0,7547.86,7540.16,747.88959823
2020-01-06 02:00:00,7412.88,7562.82,7416.09,7547.86,1613.97002765
2020-01-06 01:00:00,7361.64,7416.17,7372.93,7416.1,335.90121618
2020-01-06 00:00:00,7343.17,7377.45,7355.4,7372.97,220.42447508
2020-01-05 23:00:00,7312.22,7357.04,7348.06,7355.4,233.65030285
2020-01-05 22:00:00,7316.0,7375.0,7355.79,7348.07,358.42004248
2020-01-05 21:00:00,7356.82,7430.08,7428.71,7356.82,369.2918162
2020-01-05 20:00:00,7422.41,7439.15,7439.15,7428.7,123.13827967
2020-01-05 19:00:00,7422.94,7443.86,7432.08,7439.16,141.58289513
2020-01-05 18:00:00,7419.2,7463.0,7461.17,7432.09,179.07987117
2020-01-05 17:00:00,7444.33,7464.12,7457.1,7461.16,163.62484744
2020-01-05 16:00:00,7450.0,7479.52,7459.97,7455.99,168.39993767
2020-01-05 15:00:00,7428.09,7472.51,7430.77,7459.97,141.87501411
2020-01-05 14:00:00,7425.35,7442.92,7431.11,7431.21,44.58663678
2020-01-05 13:00:00,7411.11,7460.03,7457.32,7430.68,142.53143445
2020-01-05 12:00:00,7423.42,7457.32,7423.85,7457.32,77.83077072
2020-01-05 11:00:00,7409.46,7441.25,7413.89,7423.92,71.87626338
2020-01-05 10:00:00,7404.95,7431.33,7425.1,7413.9,29.14557055
2020-01-05 09:00:00,7396.36,7435.0,7426.41,7425.11,219.46435362
2020-01-05 08:00:00,7413.91,7475.0,7468.28,7426.38,230.68313579
2020-01-05 07:00:00,7446.57,7473.78,7461.65,7468.22,226.14532625
2020-01-05 06:00:00,7442.06,7478.24,7454.8,7461.65,415.97293508
2020-01-05 05:00:00,7440.65,7459.65,7447.56,7454.73,153.15832274
2020-01-05 04:00:00,7441.33,7488.87,7470.9,7447.56,302.85806188
2020-01-05 03:00:00,7438.08,7474.0,7438.75,7471.82,213.15908352
2020-01-05 02:00:00,7425.0,7483.28,7451.0,7438.05,402.96988062
2020-01-05 01:00:00,7368.75,7471.52,7368.75,7451.01,1181.71899359
2020-01-05 00:00:00,7348.62,7384.37,7348.63,7368.94,350.85117005
2020-01-04 23:00:00,7326.69,7350.0,7346.38,7348.63,192.36499314
2020-01-04 22:00:00,7334.09,7354.23,7343.98,7346.37,168.07933972
2020-01-04 21:00:00,7322.23,7358.51,7333.01,7344.84,266.71684156
2020-01-04 20:00:00,7304.43,7339.78,7324.2,7333.01,272.61035774
2020-01-04 19:00:00,7275.01,7342.75,7291.41,7322.54,412.77298102
2020-01-04 18:00:00,7263.32,7398.0,7339.31,7291.42,1058.75038641
2020-01-04 17:00:00,7295.75,7339.31,7297.64,7339.3,179.05437675
2020-01-04 16:00:00,7285.02,7313.79,7306.12,7297.65,148.6677214
2020-01-04 15:00:00,7293.6,7317.58,7304.86,7306.11,176.79893336
2020-01-04 14:00:00,7281.9,7310.75,7287.83,7304.85,120.76563707
2020-01-04 13:00:00,7280.5,7312.54,7299.95,7287.85,150.30265332
2020-01-04 12:00:00,7295.0,7328.18,7326.61,7299.94,80.90483671
2020-01-04 11:00:00,7292.02,7328.74,7304.11,7326.61,56.34765261
2020-01-04 10:00:00,7296.81,7357.39,7351.67,7304.74,96.14874537
2020-01-04 09:00:00,7332.14,7355.23,7339.13,7351.67,103.5712781
2020-01-04 08:00:00,7327.16,7352.04,7343.16,7339.13,101.13121362
2020-01-04 07:00:00,7322.27,7354.98,7349.54,7343.16,89.42901598
2020-01-04 06:00:00,7330.57,7354.72,7333.95,7349.54,113.68026266
2020-01-04 05:00:00,7320.0,7359.99,7326.86,7333.94,213.56898291
2020-01-04 04:00:00,7302.78,7330.0,7323.6,7326.97,89.42103635
