time,low,high,open,close,volume
2019-05-02 00:00:00,5314.9,5330.0,5321.15,5322.9,328.13614765
2019-05-02 01:00:00,5314.99,5328.84,5322.9,5316.12,138.63121663
2019-05-02 02:00:00,5316.12,5329.78,5316.13,5324.53,172.2600374
2019-05-02 03:00:00,5319.73,5337.86,5324.54,5330.67,173.73125317
2019-05-02 04:00:00,5306.09,5330.68,5330.68,5319.99,222.19900117
2019-05-02 05:00:00,5315.83,5331.28,5320.02,5325.09,110.08837481
2019-05-02 06:00:00,5321.0,5328.81,5325.09,5328.81,93.47737329
2019-05-02 07:00:00,5326.72,5352.54,5328.81,5341.68,373.9080967
2019-05-02 08:00:00,5339.08,5375.0,5340.77,5375.0,203.19962517
2019-05-02 09:00:00,5340.0,5382.5,5375.0,5350.18,379.11149826
2019-05-02 10:00:00,5346.1,5369.19,5350.18,5357.78,138.41154483
2019-05-02 11:00:00,5357.78,5370.0,5357.78,5365.35,114.32520058
2019-05-02 12:00:00,5360.0,5381.82,5366.9,5365.86,329.43380709
2019-05-02 13:00:00,5340.0,5375.55,5365.95,5372.66,422.99220988
2019-05-02 14:00:00,5360.39,5397.0,5374.99,5380.0,432.24194812
2019-05-02 15:00:00,5379.99,5422.99,5379.99,5405.56,1010.79870187
2019-05-02 16:00:00,5370.0,5416.96,5405.56,5378.02,692.26173568
2019-05-02 17:00:00,5378.01,5399.68,5378.02,5392.45,345.21478378
2019-05-02 18:00:00,5387.89,5402.85,5392.46,5387.89,281.06864077
2019-05-02 19:00:00,5384.54,5415.0,5387.9,5400.42,244.56969717
2019-05-02 20:00:00,5388.66,5408.0,5400.44,5408.0,284.86458416
2019-05-02 21:00:00,5398.71,5417.0,5406.21,5404.04,269.25711843
2019-05-02 22:00:00,5394.81,5408.03,5404.04,5398.44,339.46352579
2019-05-02 23:00:00,5390.0,5401.98,5398.44,5390.01,224.63906299
2019-05-03 00:00:00,5363.0,5409.0,5390.0,5409.0,456.34644846
2019-05-03 01:00:00,5400.09,5442.0,5408.99,5427.16,405.24721086
2019-05-03 02:00:00,5424.19,5481.18,5427.16,5467.52,809.43622022
2019-05-03 03:00:00,5452.34,5478.0,5468.91,5462.63,315.67174279
2019-05-03 04:00:00,5453.04,5502.99,5462.62,5481.91,554.54955154
2019-05-03 05:00:00,5470.23,5498.28,5480.72,5490.8,217.25058874
2019-05-03 06:00:00,5490.8,5565.86,5490.81,5518.69,918.1283865
2019-05-03 07:00:00,5518.69,5602.91,5518.69,5587.12,767.86529294
2019-05-03 08:00:00,5554.89,5724.45,5587.1,5674.28,2211.73988384
2019-05-03 09:00:00,5660.24,5796.93,5674.29,5782.46,1820.38594694
2019-05-03 10:00:00,5657.0,5784.02,5784.02,5676.99,2004.6883472
2019-05-03 11:00:00,5662.61,5728.82,5677.0,5699.99,1067.82797457
2019-05-03 12:00:00,5695.06,5752.11,5697.24,5712.32,690.63279182
2019-05-03 13:00:00,5708.69,5757.12,5712.32,5738.74,923.50816642
2019-05-03 14:00:00,5709.0,5769.4,5738.57,5723.98,1125.10845663
2019-05-03 15:00:00,5671.18,5730.85,5723.98,5711.27,1014.09389826
2019-05-03 16:00:00,5687.7,5727.97,5711.29,5690.98,460.50704374
2019-05-03 17:00:00,5621.7,5703.0,5691.4,5666.02,1233.34566118
2019-05-03 18:00:00,5648.49,5706.91,5666.02,5690.92,659.11147064
2019-05-03 19:00:00,5670.0,5690.93,5690.92,5671.98,373.32557136
2019-05-03 20:00:00,5671.99,5711.65,5671.99,5689.78,759.2660728
2019-05-03 21:00:00,5671.98,5702.0,5689.78,5694.0,328.23674606
2019-05-03 22:00:00,5646.31,5694.0,5693.99,5680.0,380.67029712
2019-05-03 23:00:00,5648.3,5680.01,5680.01,5657.4,233.78842104
2019-05-04 00:00:00,5656.02,5769.99,5657.41,5735.16,928.71379631
2019-05-04 01:00:00,5715.25,5823.96,5733.96,5793.17,835.18306211
