time,low,high,open,close,volume
2019-01-12 00:00:00,3625.88,3649.18,3634.73,3634.45,345.29311021
2019-01-12 01:00:00,3621.0,3637.66,3634.45,3631.96,276.38774118
2019-01-12 02:00:00,3624.68,3635.0,3631.96,3634.51,182.40792585
2019-01-12 03:00:00,3631.74,3642.76,3634.51,3642.0,221.95623949
2019-01-12 04:00:00,3630.99,3642.19,3642.19,3631.0,205.16426616
2019-01-12 05:00:00,3631.0,3637.33,3631.0,3635.95,113.85499253
2019-01-12 06:00:00,3615.0,3638.26,3635.94,3617.73,234.17502593
2019-01-12 07:00:00,3617.26,3624.2,3618.03,3624.18,82.3700945
2019-01-12 08:00:00,3616.62,3624.91,3624.17,3619.64,72.1160859
2019-01-12 09:00:00,3604.62,3621.55,3619.64,3619.45,225.14057383
2019-01-12 10:00:00,3618.14,3622.42,3619.45,3618.14,61.18589616
2019-01-12 11:00:00,3610.4,3620.37,3618.14,3615.53,141.6482933
2019-01-12 12:00:00,3557.29,3645.24,3615.53,3623.61,1045.8580157
2019-01-12 13:00:00,3613.03,3627.52,3623.61,3623.57,203.71402946
2019-01-12 14:00:00,3623.23,3629.64,3623.82,3629.61,133.18758798
2019-01-12 15:00:00,3620.28,3630.19,3629.61,3630.19,148.59648138
2019-01-12 16:00:00,3621.41,3632.87,3630.18,3624.0,160.37422545
2019-01-12 17:00:00,3611.71,3634.0,3624.0,3626.96,381.90625866
2019-01-12 18:00:00,3626.96,3632.99,3626.96,3629.49,176.81371648
2019-01-12 19:00:00,3625.5,3632.3,3629.49,3629.63,222.64638166
2019-01-12 20:00:00,3624.72,3635.8,3629.77,3634.61,217.51291299
2019-01-12 21:00:00,3625.6,3645.08,3633.74,3627.19,323.51682523
2019-01-12 22:00:00,3624.73,3645.08,3627.19,3626.89,317.62369798
2019-01-12 23:00:00,3600.91,3627.97,3626.88,3619.41,300.14865947
2019-01-13 00:00:00,3608.14,3625.24,3619.38,3609.6,283.37973094
2019-01-13 01:00:00,3601.0,3613.06,3609.61,3603.63,243.82286798
2019-01-13 02:00:00,3602.35,3618.08,3603.58,3618.08,194.93069839
2019-01-13 03:00:00,3617.6,3624.0,3618.07,3624.0,129.44403268
2019-01-13 04:00:00,3614.61,3625.32,3624.0,3621.07,158.93019287
2019-01-13 05:00:00,3615.0,3621.06,3621.06,3616.0,231.65838018
2019-01-13 06:00:00,3609.52,3616.68,3616.0,3612.01,71.25434298
2019-01-13 07:00:00,3610.51,3613.81,3612.02,3612.49,56.22691396
2019-01-13 08:00:00,3610.5,3617.68,3612.5,3610.96,34.20737522
2019-01-13 09:00:00,3604.04,3618.21,3610.95,3618.21,56.96283791
2019-01-13 10:00:00,3613.06,3619.99,3618.21,3618.06,48.52902203
2019-01-13 11:00:00,3613.65,3619.89,3618.07,3618.05,35.68570034
2019-01-13 12:00:00,3592.92,3641.86,3618.05,3618.63,427.20892254
2019-01-13 13:00:00,3615.16,3623.3,3618.69,3622.0,173.77313553
2019-01-13 14:00:00,3610.0,3622.0,3622.0,3612.24,101.47133217
2019-01-13 15:00:00,3607.61,3616.0,3612.24,3614.81,168.01185942
2019-01-13 16:00:00,3481.54,3614.91,3614.81,3505.91,2602.06153853
2019-01-13 17:00:00,3483.36,3524.18,3505.01,3520.0,536.98072076
2019-01-13 18:00:00,3502.0,3522.0,3520.0,3506.7,278.88082496
2019-01-13 19:00:00,3504.0,3513.82,3506.7,3504.66,514.14613494
2019-01-13 20:00:00,3496.14,3509.26,3504.66,3498.74,399.33476548
2019-01-13 21:00:00,3482.0,3530.6,3498.73,3516.65,799.25154303
2019-01-13 22:00:00,3504.84,3516.76,3516.32,3505.94,289.12473703
2019-01-13 23:00:00,3492.17,3514.24,3505.93,3514.24,453.42313815
2019-01-14 00:00:00,3509.24,3517.2,3514.24,3516.71,296.09643487
2019-01-14 01:00:00,3511.32,3524.48,3517.09,3519.72,275.98155159
2019-01-14 02:00:00,3518.57,3525.0,3519.71,3522.25,292.63563978
2019-01-14 03:00:00,3519.0,3522.26,3522.25,3520.91,223.5780294
2019-01-14 04:00:00,3519.84,3531.0,3520.91,3531.0,254.74344782
2019-01-14 05:00:00,3527.92,3539.0,3531.0,3534.51,193.04917
2019-01-14 06:00:00,3534.5,3545.67,3534.51,3541.69,159.48698465
2019-01-14 07:00:00,3536.26,3548.0,3541.69,3536.38,123.2915513
2019-01-14 08:00:00,3532.2,3541.0,3536.37,3538.54,111.88583799
2019-01-14 09:00:00,3532.02,3542.49,3538.54,3538.19,100.69333857
2019-01-14 10:00:00,3523.01,3566.51,3538.18,3529.01,436.56367713
2019-01-14 11:00:00,3522.5,3534.75,3529.01,3523.64,159.55409065
2019-01-14 12:00:00,3523.79,3545.83,3524.0,3539.49,257.68247869
2019-01-14 13:00:00,3534.19,3549.0,3539.49,3536.64,285.56939813
2019-01-14 14:00:00,3530.0,3539.39,3536.88,3538.6,197.21823853
2019-01-14 15:00:00,3538.0,3686.52,3538.6,3669.65,2554.7430984
2019-01-14 16:00:00,3656.32,3705.28,3669.64,3662.5,1181.50758565
2019-01-14 17:00:00,3662.36,3675.0,3662.5,3671.51,488.65537046
2019-01-14 18:00:00,3667.22,3689.69,3671.51,3676.49,713.47117135
2019-01-14 19:00:00,3673.0,3683.69,3676.49,3679.46,436.98783554
2019-01-14 20:00:00,3663.59,3711.11,3679.46,3671.48,1071.3007718
2019-01-14 21:00:00,3642.98,3671.92,3671.47,3665.87,668.89466076
2019-01-14 22:00:00,3655.52,3671.06,3665.87,3661.0,229.88591814
2019-01-14 23:00:00,3660.99,3676.75,3660.99,3664.19,527.96051628
2019-01-15 00:00:00,3661.01,3676.5,3664.18,3671.0,361.73341689
2019-01-15 01:00:00,3670.94,3684.38,3671.0,3672.59,359.18673671
2019-01-15 02:00:00,3671.01,3677.0,3672.58,3672.01,273.24167328
2019-01-15 03:00:00,3665.79,3675.7,3672.0,3669.72,469.83489043
2019-01-15 04:00:00,3665.0,3671.41,3669.71,3669.13,176.31003757
2019-01-15 05:00:00,3661.0,3670.05,3669.13,3664.06,164.06560394
2019-01-15 06:00:00,3656.85,3664.06,3664.06,3660.1,173.44816902
2019-01-15 07:00:00,3660.1,3668.18,3660.11,3666.88,138.42030691
2019-01-15 08:00:00,3660.1,3667.97,3666.99,3664.64,138.38055123
2019-01-15 09:00:00,3620.5,3665.0,3664.64,3639.99,670.96966761
2019-01-15 10:00:00,3632.56,3648.93,3639.99,3647.08,103.44841201
2019-01-15 11:00:00,3645.45,3650.8,3647.1,3648.8,137.03548095
2019-01-15 12:00:00,3632.3,3650.92,3648.8,3641.0,273.83512968
2019-01-15 13:00:00,3639.69,3668.48,3640.99,3659.44,431.80704668
2019-01-15 14:00:00,3652.0,3658.77,3658.77,3656.89,211.14040503
2019-01-15 15:00:00,3606.25,3669.75,3656.89,3630.99,1092.76351376
2019-01-15 16:00:00,3618.15,3640.0,3631.0,3631.91,457.75340025
2019-01-15 17:00:00,3625.99,3637.0,3631.9,3634.91,407.97930104
2019-01-15 18:00:00,3625.0,3637.8,3634.91,3631.35,368.14758583
2019-01-15 19:00:00,3620.45,3634.0,3631.34,3633.58,366.44967808
2019-01-15 20:00:00,3538.63,3635.0,3633.58,3565.16,2711.99098578
2019-01-15 21:00:00,3564.04,3580.89,3565.67,3568.48,536.98279044
2019-01-15 22:00:00,3567.56,3585.99,3568.48,3574.15,462.73105941
2019-01-15 23:00:00,3572.77,3586.13,3574.15,3580.76,406.85903198
2019-01-16 00:00:00,3572.52,3584.56,3580.19,3584.26,311.66134165
2019-01-16 01:00:00,3581.51,3593.09,3584.25,3590.0,294.64124008
2019-01-16 02:00:00,3580.01,3590.0,3590.0,3587.63,232.3354513
2019-01-16 03:00:00,3584.16,3597.0,3587.65,3596.0,365.83035377
2019-01-16 04:00:00,3595.99,3611.0,3596.0,3600.01,338.03194188
2019-01-16 05:00:00,3594.5,3606.55,3600.01,3604.28,384.34029761
2019-01-16 06:00:00,3590.29,3605.57,3604.27,3591.76,174.55166048
2019-01-16 07:00:00,3579.0,3597.0,3592.16,3579.02,163.11400772
2019-01-16 08:00:00,3579.01,3625.02,3579.01,3610.92,271.14829511
2019-01-16 09:00:00,3608.0,3629.07,3610.92,3608.01,213.21251475
2019-01-16 10:00:00,3608.01,3622.0,3608.01,3615.28,105.18389792
2019-01-16 11:00:00,3613.0,3619.99,3615.28,3614.94,74.39923635
2019-01-16 12:00:00,3614.93,3666.73,3614.93,3634.0,692.20621396
2019-01-16 13:00:00,3599.0,3640.99,3633.99,3614.99,358.50967273
2019-01-16 14:00:00,3612.18,3633.41,3614.0,3621.17,324.12811418
2019-01-16 15:00:00,3605.0,3635.0,3621.16,3614.69,570.91037833
2019-01-16 16:00:00,3577.1,3617.18,3614.69,3602.27,478.41416897
2019-01-16 17:00:00,3602.28,3609.0,3602.28,3608.35,293.11657723
2019-01-16 18:00:00,3595.01,3627.71,3608.36,3609.44,525.83860039
2019-01-16 19:00:00,3584.0,3610.0,3609.44,3594.48,656.43202471
2019-01-16 20:00:00,3577.05,3597.11,3594.49,3590.01,632.92698942
2019-01-16 21:00:00,3590.01,3625.03,3590.01,3602.48,619.55284416
2019-01-16 22:00:00,3598.88,3604.46,3602.47,3598.9,311.93848247
2019-01-16 23:00:00,3598.88,3616.42,3598.89,3609.71,502.03550727
2019-01-17 00:00:00,3601.0,3614.5,3609.71,3603.0,283.23518836
2019-01-17 01:00:00,3598.0,3613.0,3603.0,3609.98,264.16246646
2019-01-17 02:00:00,3571.0,3614.5,3609.99,3571.01,487.40327661
2019-01-17 03:00:00,3571.01,3587.0,3571.01,3587.0,292.29105789
2019-01-17 04:00:00,3582.8,3595.0,3586.99,3585.78,226.76251412
2019-01-17 05:00:00,3582.0,3591.62,3585.78,3584.21,188.89884624
2019-01-17 06:00:00,3580.53,3597.5,3584.21,3589.48,258.00654857
2019-01-17 07:00:00,3583.0,3594.71,3589.48,3594.71,108.13177764
2019-01-17 08:00:00,3588.36,3597.36,3594.7,3595.33,129.00760006
2019-01-17 09:00:00,3584.33,3595.33,3595.33,3586.97,78.60764539
2019-01-17 10:00:00,3541.0,3603.36,3586.97,3592.15,738.98783806
2019-01-17 11:00:00,3589.47,3601.0,3592.14,3599.31,471.94748999
2019-01-17 12:00:00,3580.0,3599.76,3599.31,3589.1,355.05042794
2019-01-17 13:00:00,3580.0,3590.0,3589.1,3584.05,259.12687822
2019-01-17 14:00:00,3575.0,3593.0,3584.05,3590.5,237.32867738
2019-01-17 15:00:00,3590.49,3621.87,3590.5,3613.31,633.12620043
2019-01-17 16:00:00,3602.0,3649.61,3613.31,3605.48,715.27585519
2019-01-17 17:00:00,3597.0,3623.06,3605.48,3619.01,459.51603281
2019-01-17 18:00:00,3617.94,3643.88,3619.01,3630.99,588.38367046
2019-01-17 19:00:00,3626.0,3635.04,3631.0,3626.17,321.67548929
2019-01-17 20:00:00,3621.5,3630.0,3626.16,3627.08,452.47934151
2019-01-17 21:00:00,3623.84,3657.0,3627.09,3626.1,706.35414226
2019-01-17 22:00:00,3616.0,3631.36,3626.0,3630.38,280.2548206
2019-01-17 23:00:00,3629.99,3648.73,3630.0,3640.65,388.85088169
2019-01-18 00:00:00,3626.3,3643.69,3640.64,3631.06,182.43360846
2019-01-18 01:00:00,3623.49,3637.39,3631.07,3627.41,182.51219248
2019-01-18 02:00:00,3626.45,3632.82,3626.8,3628.99,170.81904621
2019-01-18 03:00:00,3622.11,3629.5,3628.99,3623.51,120.57402186
2019-01-18 04:00:00,3616.0,3626.95,3623.51,3616.01,212.15147276
2019-01-18 05:00:00,3616.0,3623.01,3616.0,3619.51,206.68683234
2019-01-18 06:00:00,3619.51,3629.24,3619.51,3626.45,221.48004997
2019-01-18 07:00:00,3616.08,3629.24,3627.24,3628.56,347.83189693
2019-01-18 08:00:00,3623.85,3629.43,3628.56,3625.88,124.24424699
2019-01-18 09:00:00,3625.86,3629.99,3625.88,3629.53,98.76345184
2019-01-18 10:00:00,3608.0,3630.45,3629.53,3612.62,159.61227562
2019-01-18 11:00:00,3607.2,3613.19,3612.62,3610.01,107.11010249
2019-01-18 12:00:00,3588.0,3610.01,3610.01,3603.95,375.13407718
2019-01-18 13:00:00,3601.97,3610.01,3603.95,3605.63,179.99787298
2019-01-18 14:00:00,3602.07,3609.01,3605.63,3606.31,215.94417772
2019-01-18 15:00:00,3606.0,3625.0,3606.12,3625.0,227.84875243
2019-01-18 16:00:00,3605.0,3625.0,3625.0,3610.59,262.86673961
2019-01-18 17:00:00,3588.0,3613.73,3610.59,3595.01,356.28364813
2019-01-18 18:00:00,3593.0,3604.0,3595.01,3599.12,274.17022445
2019-01-18 19:00:00,3580.16,3600.19,3599.12,3600.19,469.97532054
2019-01-18 20:00:00,3599.99,3610.0,3600.19,3607.0,436.84624955
2019-01-18 21:00:00,3603.4,3616.32,3606.71,3612.17,423.0058685
2019-01-18 22:00:00,3609.5,3618.51,3611.63,3609.51,395.44577218
2019-01-18 23:00:00,3606.24,3612.03,3609.52,3607.85,225.49909216
2019-01-19 00:00:00,3604.9,3618.39,3607.85,3606.48,199.38846307
